Region,Anzsic_descriptor,Sub_industry,Household_category,Gas,Year,Data_value,Units,Magnitude
Wellington,Total all industries,Total,Total,Carbon dioxide equivalents,2012,2717.4,Kilotonnes,Carbon dioxide equivalents
Wellington,Total all industries,Total,Total,Carbon dioxide equivalents,2013,2678.23,Kilotonnes,Carbon dioxide equivalents
Wellington,Total all industries,Total,Total,Carbon dioxide equivalents,2014,2637.43,Kilotonnes,Carbon dioxide equivalents
Wellington,Total all industries,Total,Total,Carbon dioxide equivalents,2015,2555.32,Kilotonnes,Carbon dioxide equivalents
Wellington,Total all industries,Total,Total,Carbon dioxide equivalents,2016,2496.59,Kilotonnes,Carbon dioxide equivalents
Wellington,Total all industries,Total,Total,Carbon dioxide equivalents,2017,2592.74,Kilotonnes,Carbon dioxide equivalents
Wellington,Total all industries,Total,Total,Carbon dioxide equivalents,2018,2547.95,Kilotonnes,Carbon dioxide equivalents
Wellington,Total all industries,Total,Total,Carbon dioxide equivalents,2019,2631.31,Kilotonnes,Carbon dioxide equivalents
Wellington,Total all industries,Total,Total,Carbon dioxide equivalents,2020,2601.21,Kilotonnes,Carbon dioxide equivalents
Wellington,Total all industries,Total,Total,Carbon dioxide equivalents,2021,2596.7,Kilotonnes,Carbon dioxide equivalents
Wellington,Total all industries,Total,Total,Carbon dioxide equivalents,2022,2529.82,Kilotonnes,Carbon dioxide equivalents
Wellington,Total all industries,Total,Total,Carbon dioxide equivalents,2023,2509.35,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2007,1128.21,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2008,1227.2,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2009,1338.66,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2010,1368.88,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2011,1299.08,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2012,1144.82,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2013,1170.06,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2014,1250.6,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2015,1208.26,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2016,1149.53,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2017,993.89,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2018,981.69,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2019,1071.26,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2020,1143,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2021,999.58,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2022,1139.14,Kilotonnes,Carbon dioxide equivalents
West Coast,Total all industries,Total,Total,Carbon dioxide equivalents,2023,1089.38,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2007,11995.27,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2007,9843.78,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2007,1639.63,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2007,241.02,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2007,270.72,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2008,11496.86,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2008,9374.07,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2008,1585.53,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2008,241.59,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2008,295.53,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2009,10683.48,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2009,8666.1,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2009,1467.36,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2009,224.55,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2009,325.33,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2010,11114.47,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2010,9087.12,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2010,1466.2,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2010,225.72,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2010,335.3,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2011,10852.83,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2011,8786.75,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2011,1478.93,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2011,234.8,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2011,352.2,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2012,10661.41,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2012,8631.53,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2012,1425.03,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2012,225.9,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2012,378.82,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2013,11029.7,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2013,8993.57,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2013,1418.07,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2013,222.04,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2013,395.88,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2014,10908.7,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2014,8903.19,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2014,1379.97,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2014,217.43,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2014,407.93,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2015,11193.91,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2015,9120.45,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2015,1420.12,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2015,231.44,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2015,421.73,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2016,10665.2,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2016,8467.26,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2016,1508.07,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2016,261.38,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2016,428.36,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2017,10971.39,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2017,8873.65,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2017,1418.14,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2017,237.46,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2017,442.03,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2018,10872.26,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2018,8835.76,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2018,1337.58,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2018,235.89,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2018,462.92,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2019,10861.39,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2019,8793.14,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2019,1345.58,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2019,250.41,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2019,472.14,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2020,10028.64,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2020,7982.86,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2020,1325.39,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2020,242.07,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2020,478.23,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2021,10394.84,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2021,8343.42,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2021,1238.41,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2021,229.89,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2021,583.01,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2022,10092.35,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2022,8098.24,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2022,1219.72,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2022,222.79,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2022,551.47,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide equivalents,2023,10049.83,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Carbon dioxide,2023,8074.33,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Methane,2023,1219.05,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Nitrous oxide,2023,223.14,Kilotonnes,Carbon dioxide equivalents
Auckland,Total,Total,Total,Fluorinated gases,2023,533.17,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2007,3192.75,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2007,1577.64,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2007,1304.72,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2007,246.3,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2007,64.14,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2008,3216.09,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2008,1586.24,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2008,1308.74,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2008,249.4,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2008,71.77,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2009,3207.56,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2009,1605.25,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2009,1284.08,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2009,236.85,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2009,81.44,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2010,3212.11,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2010,1606.44,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2010,1273.79,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2010,249.71,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2010,82.22,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2011,3283.05,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2011,1606.67,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2011,1316.36,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2011,278.63,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2011,81.45,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2012,3250,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2012,1613.04,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2012,1305.94,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2012,249.05,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2012,82.02,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2013,3276.53,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2013,1630.3,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2013,1312.24,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2013,251.42,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2013,82.63,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2014,3332.41,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2014,1644.21,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2014,1329.14,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2014,272.38,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2014,86.73,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2015,3519.49,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2015,1698.98,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2015,1445.72,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2015,284.17,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2015,90.68,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2016,3464.8,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2016,1739.39,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2016,1356.89,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2016,271.92,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2016,96.64,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2017,3537.72,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2017,1812.39,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2017,1361.25,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2017,265.37,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2017,98.78,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2018,3446.51,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2018,1800.84,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2018,1291.09,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2018,250.15,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2018,104.52,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2019,3592.75,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2019,1865.73,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2019,1352.86,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2019,262.53,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2019,111.69,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2020,3489.12,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2020,1800.34,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2020,1306.29,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2020,263.75,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2020,118.79,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2021,3564.24,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2021,1806.93,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2021,1354.07,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2021,267.32,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2021,135.96,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2022,3510.71,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2022,1732.27,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2022,1387.26,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2022,260.38,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2022,130.84,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide equivalents,2023,3152.54,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Carbon dioxide,2023,1668.35,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Methane,2023,1150.35,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Nitrous oxide,2023,208.63,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Total,Total,Total,Fluorinated gases,2023,125.26,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2007,10855.38,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2007,3362.19,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2007,6311.21,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2007,1078.98,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2007,102.72,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2008,10636.55,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2008,3368.59,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2008,6045.84,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2008,1103.62,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2008,118.24,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2009,10533.14,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2009,3267.84,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2009,6025.49,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2009,1113.65,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2009,125.91,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2010,10663.49,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2010,3332,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2010,6081.76,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2010,1119.09,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2010,130.42,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2011,10932.69,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2011,3364.74,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2011,6280.3,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2011,1152.65,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2011,134.8,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2012,11528.18,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2012,3507.77,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2012,6644.37,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2012,1234.31,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2012,141.59,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2013,12041.95,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2013,3618.05,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2013,6984.95,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2013,1291.89,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2013,146.92,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2014,12132.97,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2014,3742.73,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2014,6898.53,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2014,1335.5,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2014,156.11,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2015,11911.92,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2015,3827.93,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2015,6608.52,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2015,1315.32,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2015,160.04,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2016,11782.32,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2016,3726.68,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2016,6618.28,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2016,1275.79,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2016,161.43,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2017,12082.49,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2017,3861.41,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2017,6693.47,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2017,1361.58,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2017,165.88,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide equivalents,2018,12478.7,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Carbon dioxide,2018,3944.36,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Methane,2018,6917.6,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Nitrous oxide,2018,1445.03,Kilotonnes,Carbon dioxide equivalents
Canterbury,Total,Total,Total,Fluorinated gases,2018,171.56,Kilotonnes,Carbon dioxide equivalents
