Region,Anzsic_descriptor,Sub_industry,Household_category,Gas,Year,Data_value,Units,Magnitude
Otago,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2022,225.14,Kilotonnes,Carbon dioxide equivalents
Otago,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2023,231.81,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2007,78.56,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2008,75.47,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2009,73.11,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2010,67.87,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2011,66.28,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2012,62.63,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2013,60.36,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2014,60.88,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2015,59.77,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2016,56.5,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2017,57.13,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2018,61.9,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2019,62.17,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2020,66.98,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2021,71.32,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2022,68.53,Kilotonnes,Carbon dioxide equivalents
Southland,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2023,64.49,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2007,1743.47,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2008,1439.28,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2009,1274.86,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2010,1502.55,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2011,1261.97,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2012,1743.89,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2013,1354.81,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2014,1106.45,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2015,913.63,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2016,1142.54,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2017,1596.17,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2018,1427.17,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2019,1287.35,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2020,1384.69,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2021,969.23,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2022,1003.52,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2023,1353.65,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2007,42.21,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2008,42.2,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2009,40.75,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2010,41.21,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2011,42.23,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2012,41.25,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2013,38.59,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2014,37.07,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2015,36.24,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2016,36.9,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2017,40.27,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2018,43.57,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2019,41.98,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2020,44.67,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2021,47.21,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2022,47.46,Kilotonnes,Carbon dioxide equivalents
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2023,48.42,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2007,86.79,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2008,86.59,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2009,83.98,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2010,84.94,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2011,84.56,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2012,81.97,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2013,77.82,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2014,74.81,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2015,75.71,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2016,77.51,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2017,84.78,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2018,90.78,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2019,88.13,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2020,93.43,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2021,99.42,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2022,99.64,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2023,101.68,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2007,4693.78,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2008,6756.31,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2009,5326.49,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2010,4269.14,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2011,4191.01,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2012,5231.69,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2013,4165.24,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2014,3817.13,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2015,3873.01,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2016,3368.04,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2017,3454.03,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2018,3448.92,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2019,4047.58,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2020,4061.91,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2021,4499.22,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2022,2722.3,Kilotonnes,Carbon dioxide equivalents
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2023,2181.64,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2007,416.09,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2008,413.07,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2009,403.31,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2010,367.69,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2011,344.88,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2012,333.79,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2013,323.8,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2014,313.67,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2015,319.72,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2016,320.81,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2017,323.23,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2018,347.53,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2019,338.21,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2020,351.78,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2021,409.46,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2022,407.89,Kilotonnes,Carbon dioxide equivalents
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2023,395,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2007,24.13,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2008,24.08,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2009,23.81,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2010,23.74,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2011,22.99,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2012,21.15,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2013,20.36,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2014,22.55,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2015,22.72,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2016,19.81,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2017,20.4,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2018,22.13,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2019,20.56,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2020,30.97,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2021,32.86,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2022,24.17,Kilotonnes,Carbon dioxide equivalents
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,2023,24.54,Kilotonnes,Carbon dioxide equivalents
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2007,2113.88,Kilotonnes,Carbon dioxide equivalents
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2008,1689.24,Kilotonnes,Carbon dioxide equivalents
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2009,1151.08,Kilotonnes,Carbon dioxide equivalents
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2010,1351.74,Kilotonnes,Carbon dioxide equivalents
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2011,1176.66,Kilotonnes,Carbon dioxide equivalents
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2012,1058.23,Kilotonnes,Carbon dioxide equivalents
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2013,1218.13,Kilotonnes,Carbon dioxide equivalents
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2014,880.63,Kilotonnes,Carbon dioxide equivalents
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2015,838.25,Kilotonnes,Carbon dioxide equivalents
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2016,11.43,Kilotonnes,Carbon dioxide equivalents
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2017,8.9,Kilotonnes,Carbon dioxide equivalents
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2018,13.52,Kilotonnes,Carbon dioxide equivalents
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2019,9.78,Kilotonnes,Carbon dioxide equivalents
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2020,12.07,Kilotonnes,Carbon dioxide equivalents
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2021,11.44,Kilotonnes,Carbon dioxide equivalents
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2022,10.08,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2007,18.9,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2008,63.83,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2009,137.11,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2010,110.79,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2011,114.04,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2012,114.42,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2013,108.02,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2014,109.07,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2015,105.5,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2016,88.18,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2017,86.84,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2018,77.79,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2019,76.36,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2020,94.28,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2021,85.41,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2022,87.92,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2007,12.78,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2008,13,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2009,10.14,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2010,9.43,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2011,8.37,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2012,8.73,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2013,7.83,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2014,8.85,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2015,9.73,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2016,9.08,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2017,6.74,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2018,9.94,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2019,6.59,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2020,7.84,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2021,6.9,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2022,6.24,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2007,0.53,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2008,0.52,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2009,0.43,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2010,1,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2011,1.19,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2012,1.1,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2013,0.83,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2014,0.82,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2015,0.84,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2016,0.77,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2017,0.68,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2018,1.19,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2019,0.53,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2020,0.44,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2021,0.39,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2022,0.35,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2007,4.86,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2008,46.55,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2009,11.74,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2010,5.53,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2011,4.88,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2012,6.19,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,2013,5.68,Kilotonnes,Carbon dioxide equivalents
